Posting Date,Quantity,Amount,Channel Name_masked,District_masked,State Name_masked,Master Variant_masked,Category_masked,Sales Leader_masked,Chain_masked,Zone_masked,NEW Category Mapping_masked,CPG_masked,RSM_masked,Master SKU_masked,Variant Code_masked,Master Flavour_masked,ASM Emp Name_masked,Category Mapping_masked,Customer Name_masked,Size_masked,Sub Channel_masked,No._masked,Sub-category_masked,Segment_masked,Source Document No._masked,Population Group_masked,Source No._masked,GT City_masked
2025-09-19,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,zXeVugNKKZYcpsqb,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,EAqOZYdQjCHeVgDK,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,iVeTjGoPjZeZihtZ,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,2.0,1542.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,zXeVugNKKZYcpsqb,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,EAqOZYdQjCHeVgDK,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,2.0,1542.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,iVeTjGoPjZeZihtZ,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UVWdZgJyURsIDBKU,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,vaEmlgUtUWBqSZrL,UJyTNWrkDAEsHngC,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,bZwBOPvCkQmIBQhA,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,EAqOZYdQjCHeVgDK,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UVWdZgJyURsIDBKU,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,vaEmlgUtUWBqSZrL,UJyTNWrkDAEsHngC,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,bZwBOPvCkQmIBQhA,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,iVeTjGoPjZeZihtZ,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,2.0,2410.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,eukGvrDOVGRXeTSu,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JUWvhNZcYOuptIBs,VOKwIsPfOFrVNhBe,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,PhttVjxVZSdKRyLm,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,zXeVugNKKZYcpsqb,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,2.0,2410.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,eukGvrDOVGRXeTSu,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JUWvhNZcYOuptIBs,VOKwIsPfOFrVNhBe,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,PhttVjxVZSdKRyLm,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,EAqOZYdQjCHeVgDK,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-19,2.0,2410.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,eukGvrDOVGRXeTSu,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JUWvhNZcYOuptIBs,VOKwIsPfOFrVNhBe,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,PhttVjxVZSdKRyLm,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,iVeTjGoPjZeZihtZ,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,2.0,3214.29,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ibqYZrQJlPcUFYbd,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,auDfigMHJXhLiEFJ,cKHEnekBFEofZMXl,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,gqBpWekPXsvRpqDq,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,2.0,868.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,FsmjynPcpUMCVvir,rcyqhODBLkTSYFWs,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,nSzfAhGIcHgKaqJQ,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,fgTMDHDUYhIdMmpL,bgNfvpaxFUVZOnUt,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,gZUmJyarELrQWCfW,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,tedUbHUjwLOlndyw,klGxuBYLURmfWrKo,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,2.0,740.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,shaFRjDRjHsNJQkt,zLmpweorizhUVLRj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,OwAlLzxDwXsjRWFR,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,mZHuKvWhqmXrzIjp,yhJpmuTMFqOQJDzJ,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,JqGWHzOHVXAZvySQ,GkLgvIOxuZheBnZM,qbWVaSfKIdhgaApJ,EUtbXDgIXTYxoohW,nttsZhQDxyByfMzl,vRcPRjJBaeeGpCAN,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,1.0,803.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,pofLaoAVWZYIKcZa,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,XLVSeVoQXFJXDyuP,XBOeMEMFKFirvjJr,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,SLbXHEwmvIPKJnkU,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,2.0,1607.14,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,urmKspvpZXxoDuVh,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,zLALsrpNhTAqPMFa,LioEXjLJjyJMoorT,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,sgtywAAPpCcFcOqX,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,1.0,803.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,BFqfirUQhwZfVYoU,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,hzLmVqSiKlPLhQpi,ybDntsYyETqylUhw,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fsvlTZcvRGZPbTjO,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,JFispaIGsJWzUcBq,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,5.0,3428.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,oCTtxXJsPpHruSIG,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,OiRIVKrYzomIKgvz,bvLOWJciQBakTNqr,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,JHYmQFZEEYkWdtoK,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,2.0,1371.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,conylQBIdQtcIWwb,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,kqfRRulIWvUElvyk,kmaGHWUiMuYPHzSG,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,jvnkGmzLoaOJbegP,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,7.0,5120.0,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,PwlbxDXQwUBnNJmy,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,oVnnxgcqaLAhrPLC,rWzBUuQovnJLSSSA,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,gepQLvTkluUqKRYs,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,6.0,4115.37,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,fFwLxwXPHCORkcLy,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,dhzqHhJHVaqOUqPl,KDfNACRbARJonvoM,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,SLRhBFeBuBEdRKHB,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,1.0,768.0,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,1.0,768.0,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,1.0,768.0,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UVWdZgJyURsIDBKU,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,vaEmlgUtUWBqSZrL,UJyTNWrkDAEsHngC,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,bZwBOPvCkQmIBQhA,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,1.0,1285.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,eukGvrDOVGRXeTSu,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JUWvhNZcYOuptIBs,VOKwIsPfOFrVNhBe,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,PhttVjxVZSdKRyLm,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,1.0,1285.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UxMvERztcoWGgABX,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,wYfwlyZmIqUbNZYX,cjHJAAhzIcVeNMcp,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,mWUslRyJmNPXQyLN,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-23,52.0,33280.0,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,chFDxdMRxqBvRsXb,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,HnOOBJVlRgstsHHN,PAlqcYSGCXZgaaOA,nQqDvMDJnousGGTn,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,mbDgtIYJPncvVtwb,ixrLzybFYalJOEnW,XWPsgznfBUQTUWyX,eYCeXTvAFWbHJTSg,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-29,1.0,1607.14,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ibqYZrQJlPcUFYbd,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,auDfigMHJXhLiEFJ,cKHEnekBFEofZMXl,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,gqBpWekPXsvRpqDq,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,qwGpFEWSvVPRKrlX,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-29,3.0,1302.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,FsmjynPcpUMCVvir,rcyqhODBLkTSYFWs,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,nSzfAhGIcHgKaqJQ,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,fgTMDHDUYhIdMmpL,bgNfvpaxFUVZOnUt,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,gZUmJyarELrQWCfW,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,tedUbHUjwLOlndyw,klGxuBYLURmfWrKo,XWPsgznfBUQTUWyX,qwGpFEWSvVPRKrlX,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-29,2.0,3428.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ekRWaMwELaFpEhcb,ZIxIoSHkxkgRkOON,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,XrTsUEmZrbQrmpSC,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,QqAkBnUkxgWstISJ,uSAyapZAgZAitIBb,nQqDvMDJnousGGTn,STLPLLdzHkSdhWnP,zIjAGijRfOZFwOzk,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,eFbrUBAHEPYbQZTQ,rmHKWmuogDmVjsBg,VomUcrtigEMuntSI,qwGpFEWSvVPRKrlX,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-09-29,9.0,3332.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,shaFRjDRjHsNJQkt,zLmpweorizhUVLRj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,OwAlLzxDwXsjRWFR,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,mZHuKvWhqmXrzIjp,yhJpmuTMFqOQJDzJ,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,JqGWHzOHVXAZvySQ,GkLgvIOxuZheBnZM,qbWVaSfKIdhgaApJ,EUtbXDgIXTYxoohW,nttsZhQDxyByfMzl,vRcPRjJBaeeGpCAN,XWPsgznfBUQTUWyX,qwGpFEWSvVPRKrlX,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
